postime,time_est,icao,call,sqk,lat,long,alt,vsi,cmsgs,tsecs
1515371132523,1515371132837,A0547F,N120JE,1014,39.85249300,-74.01626600,6225,-1280,1747,1657
1515371132556,1515371133083,A0547F,N120JE,1014,39.85249300,-74.01626600,6225,-1216,568,691
1515371183947,1515371191850,A0547F,N120JE,1014,39.89378399,-74.07227299,5200,-1024,841,543
1515371191259,1515371191851,A0547F,N120JE,1014,39.89950600,-74.08003399,5125,-1088,808,274
1515371179556,1515371193083,A0547F,N120JE,1014,39.89012100,-74.06731600,5300,-1088,626,751
1515371192709,1515371193837,A0547F,N120JE,1014,39.90076100,-74.08178700,5100,-1024,2013,1718
1515371245822,1515371251850,A0547F,N120JE,1014,39.94303099,-74.13929699,4125,-1216,909,603
1515371252447,1515371251851,A0547F,N120JE,1014,39.94830300,-74.14648400,4025,-960,1369,334
1515371250447,1515371253083,A0547F,N120JE,1014,39.94670099,-74.14428700,4075,-960,648,811
1515371253302,1515371253837,A0547F,N120JE,1014,39.94908100,-74.14752199,4025,-1024,2253,1778
1515371212209,1515371255194,A0547F,N120JE,,39.91461199,-74.10063200,4800,,7,51
1515371259353,1515371310850,A0547F,N120JE,1014,39.95384200,-74.15399200,3875,-64,926,662
1515371312650,1515371312851,A0547F,N120JE,1014,39.99521500,-74.21046200,3525,0,2054,395
1515371272369,1515371313083,A0547F,N120JE,1014,39.96405000,-74.16790799,3525,-64,681,871
1515371314677,1515371314837,A0547F,N120JE,1014,39.99675200,-74.21252200,3525,64,2417,1839
,1515371315052,A0547F,,,,,3525,,1,26
1515371212209,1515371315194,A0547F,N120JE,,39.91461199,-74.10063200,3525,64,10,111
1515371341166,1515371370850,A0547F,N120JE,1014,40.01710500,-74.24029500,3525,-64,949,722
1515371372010,1515371371851,A0547F,N120JE,1014,40.04064999,-74.27257199,3525,64,2743,454
1515371371776,1515371373083,A0547F,N120JE,1014,40.04064999,-74.27257199,3525,64,870,931
1515371371786,1515371373837,A0547F,N120JE,1014,40.04064999,-74.27257199,3525,64,2635,1898
,1515371374052,A0547F,,,,,3500,0,9,85
1515371212209,1515371374194,A0547F,N120JE,,39.91461199,-74.10063200,3525,64,12,170
1515371423214,1515371430850,A0547F,N120JE,1014,40.08023099,-74.32672100,3500,0,1015,782
1515371431823,1515371431851,A0547F,N120JE,1014,40.08701599,-74.33605500,3500,-64,3441,514
1515371427167,1515371433083,A0547F,N120JE,1014,40.08348099,-74.33117699,3525,-64,1047,991
1515371423535,1515371433837,A0547F,N120JE,1014,40.08055100,-74.32714799,3525,64,2908,1958
,1515371434052,A0547F,N120JE,,,,3500,0,57,145
1515371212209,1515371434194,A0547F,N120JE,,39.91461199,-74.10063200,3500,64,20,230
1515371485558,1515371491850,A0547F,N120JE,1014,40.12852500,-74.39300500,3525,0,1104,843
1515371491230,1515371491851,A0547F,N120JE,1014,40.13301100,-74.39916999,3500,64,4081,574
